1.1478,-1.1642,0.4196,0.70589,-0.43391,2.0343,1.4669,-0.93137,0.65867,-0.97801,-0.2749,0.97765,-1.4573,0.61403,0.93277,0.66755,0.84792,1.1358,-0.43285,1.2031
1.2277,-0.044807,-1.1001,0.81159,0.01051,-0.90841,0.1726,0.079022,-0.2811,-0.42081,0.26027,2.4172,-0.13454,-1.9009,0.096733,0.48539,1.0391,0.43699,-0.8946,1.026
1.7267,0.41286,1.2338,-0.38468,-1.1202,-0.44563,-0.45198,0.64953,-1.2726,0.47987,0.52098,-0.63098,0.54084,-0.77624,0.10463,-0.5353,-1.1137,0.39396,-0.89712,1.1214
-1.5997,-0.16834,-0.32215,-0.25397,-1.5653,0.98524,0.14597,1.0869,0.096915,1.9864,-0.66481,-1.8353,0.78832,-0.71621,-1.1529,-1.6706,0.15846,0.10031,0.064481,1.2069
0.99535,-1.0091,-0.37305,-0.011403,0.89104,-0.35917,-0.70256,1.2536,0.19142,1.051,2.6109,-0.6072,0.38828,-1.0487,1.7148,-0.33065,0.64594,-1.6989,-0.88751,-1.6164
-0.15606,-0.48989,1.1192,0.69058,-0.56473,-1.7126,0.34318,-1.2209,0.16439,-1.1146,0.33027,0.9443,0.31431,0.91212,-0.047589,0.074268,0.20182,0.42072,-0.17582,0.0018546
-1.4638,-0.18973,-0.58863,0.72687,-0.46553,-0.66171,1.5794,0.39052,-0.60816,0.67743,-0.57443,-0.55045,-0.85293,-0.98023,0.67523,-0.53971,0.44177,1.4216,0.81338,-0.24575
-0.35263,-0.60894,-0.27211,-0.88063,-0.11373,0.32186,0.30417,1.3383,0.14145,0.34497,2.6031,-0.4423,2.1819,-0.82651,-1.7169,-1.608,0.4033,-0.13648,0.42034,-1.0682
-0.37774,-1.3332,1.4414,-0.11423,0.3598,-0.86429,1.957,1.2065,0.05174,0.95481,-0.18745,-0.13243,0.71229,1.2842,0.23425,0.098838,0.10365,1.2226,-1.0578,0.67739
-0.67057,-2.1992,-1.6534,-0.34775,0.17129,-0.94409,-0.51351,1.7625,0.15214,0.2101,0.83174,-0.89118,0.20849,-0.92601,-2.0094,-0.41571,-0.25999,1.0303,0.27688,-0.15748
0.11499,-0.59129,0.042134,0.22437,1.2684,-0.71296,1.3063,1.1372,-1.2197,-0.42382,1.292,1.9297,0.062295,-0.71191,-0.05914,-1.3466,0.12867,-0.59801,-1.1821,-0.58561
-0.29781,1.3346,-0.64102,1.1388,-0.26376,-1.1209,-0.4408,0.60846,0.65276,1.6702,0.95352,-0.99144,-0.31139,2.07,-0.16223,-0.077256,-1.8474,2.0914,0.2529,-0.38584
-0.2159,0.8032,0.31755,0.97625,0.56244,-0.51612,-1.2959,0.00098227,0.24892,-1.5272,-1.3378,1.0732,0.022526,-0.39804,-0.51552,0.080389,-0.86541,-0.7736,0.16871,0.77947
